"type","positie","resumptiepatroon","subj_sub","subj_main","verb_sub","verb_main","vframe_main","vframe_sub","tense_sub","tense_main","function","middenveld_1","ben_sub","word_sub","heb_sub","kan_sub","mag_sub","moet_sub","wil_sub","ga_sub","zal_sub","blijf_sub","kom_sub","laat_sub","word_main","kan_main","zal_main","ben_main","heb_main","ga_main","wil_main","blijf_main","moet_main","mag_main","_main","kom_main","hoef_main","laat_main","zin","remarks"
"v1-lex","P1","R","de fusie","Vecht en Venen","ga_door","word","ninv(transitive_part_transitive(weer))","ninv(intransitive_part_intransitive(door))","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de fusie doorgaan dan zou Vecht en Venen qua oppervlakte de grootste gemeente van het Groene Hart worden",
"v1-lex","P1","R","de glazen ballon","de gloeidraad van een ingeschakelde lamp","breek","verbrand","nonp_pred_np","intransitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de glazen ballon breken , dan zal de gloeidraad van een ingeschakelde lamp direct verbranden door de reactie met zuurstof",
"v1-lex","P1","R","de groei van de geldhoeveelheid","dit","ga","leid","copula","intransitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de groei van de geldhoeveelheid sneller gaan dan de groei van de productie dan kan dit in een conjuncturele situatie van overbesteding leiden tot bestedingsinflatie",
"v1-lex","P1","R","De Kooy","deze helikopters","hef_op","plaats","pc_pp(voor)","ninv(transitive_part_transitive(op))","verl","verl","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou De Kooy worden opgeheven dan zouden deze helikopters op de basis Leeuwarden geplaatst worden",
"v1-lex","P1","R","de lijkwade","de hele vezels","schilder","kleur","np_ld_pp","transitive","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,"zou de lijkwade geschilderd zijn dan zouden de hele vezels gekleurd moeten zijn",
"v1-lex","P1","R","de missie","de bevoorradingslijnen","slaag","snijd_af","intransitive","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de missie slagen , dan zouden de bevoorradingslijnen naar Rusland worden afgesneden",
"v1-lex","P1","R","de overheid","zij","geef","verplicht","ninv(sbar_part_sbar(uit))","np_np","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de overheid het in tientallen zeer uiteenlopende variaties gesproken Nedersaksisch of Limburgs eveneens de hoogste erkenning geven zoals het Fries nu ten deel valt , dan zou zij zich verplichten om een bijzonder ingewikkeld beleid te gaan voeren met als inzet een waaier aan streektaalvarianten die alle aan bod zouden moeten komen",
"v1-lex","P1","R","de productiecapaciteit sinds 1978","een 2500","benut","produceer","copula","transitive","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Zou de productiecapaciteit sinds 1978 volledig zijn benut dan zouden er een 2500 zijn geproduceerd , iets wat beter overeenkomt met het openlijke officile beleidsdoel het aantal "" Main Battle Tanks "" op 5000 te brengen",
"v1-lex","P1","R","de rat","aasschuwheid","ga_dood","treed_op","nonp_copula_vp","ninv(intransitive_part_intransitive(dood))","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de rat wel na n dosis gif-opname doodgaan dan treedt er bij de andere ratten aasschuwheid op",
"v1-lex","P1","R","de serie zijn","jongere versies van andere personages uit Raiders of the Lost Ark","zal","ben","transitive_ndev","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de serie zijn voortgezet , dan waren ook jongere versies van andere personages uit Raiders of the Lost Ark gentroduceerd zoals Abner Ravenwood ( "" Jeruzalem , Juni 1909 "" ) en Ren Belloq ( "" Honduras , December 1920",
"v1-lex","P1","R","de slang","dit","begin","luk","np_ld_pp","pc_pp(met)","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de slang met de voorzijde beginnen , dan zou hem dit niet lukken",
"v1-lex","P1","R","de sluis","komende van het Van Starkenborghkanaal","ben","moet","ap_copula","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de sluis er niet zijn , dan moest er eerst - komende van het Van Starkenborghkanaal",
"v1-lex","P1","R","de snuit","een levenswijze als viseter voor de hand  die voor dergelijke pterosaurirs met spitse kaken meestal wordt aangenomen","ben","lig","transitive","copula","verl","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de snuit in feite recht geweest zijn dan ligt een levenswijze als viseter voor de hand , die voor dergelijke pterosaurirs met spitse kaken meestal wordt aangenomen",
"v1-lex","P1","R","de tank met hydrazine","dat","stort_neer","vorm","transitive_ndev_ndev","ninv(ld_pp_part_ld_pp(neer))","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de tank met hydrazine op aarde neerstorten , dan zou dat volgens de overheid een groot gevaar vormen voor de volksgezondheid",
"v1-lex","P1","R","de telescoop","deze","koel","verblind","intransitive","transitive","verl","verl","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de telescoop niet tot deze lage temperaturen gekoeld worden , dan zou deze door zijn eigen warmtestraling verblind worden",
"v1-lex","P1","R","de uiteindelijke RT-2","deze","kom","heb","ninv(transitive_part_transitive(bij))","pp_copula","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou de uiteindelijke RT-2 in bedrijf komen , dan zou deze een productiecapaciteit van 10 ton plutonium per jaar hebben",
"v1-lex","P1","R","de verkochte hoeveelheid","de prijselasticiteit","neem_af","ben","ninv(transitive_part_transitive(af))","ninv(intransitive_part_intransitive(af))","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de verkochte hoeveelheid met 2% afnemen dan is de prijselasticiteit -2",
"v1-lex","P1","R","de vicepresident","de volgende die voor het ambt in aanmerking komt","ben","ben","copula","copula","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de vicepresident niet in staat zijn het presidentschap op zich te nemen , dan is de volgende die voor het ambt in aanmerking komt de voorzitter van het Huis van Afgevaardigden , gevolgd door de "" President pro tempore "" van de Senaat",
"v1-lex","P1","R","de vicepresident","de volgende die voor het ambt in aanmerking komt","ben","ben","pc_pp(tot)","copula","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de vicepresident niet in staat zijn het presidentschap op zich te nemen , dan is de volgende die voor het ambt in aanmerking komt de voorzitter van het Huis van Afgevaardigden , gevolgd door de President Pro Tempore van de Senaat",
"v1-lex","P1","R","de volgetankte raket","dit raketje ( een spriet op de top","start","sleur","transitive","intransitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou de volgetankte raket niet goed starten , dan sleurt dit raketje ( een spriet op de top ) de cabine naar veilige hoogte , om daarna de capsule op parachutes te laten landen in zee",
"v1-lex","P1","R","deze","het WK ticket","benut","ben","copula","transitive","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zou deze benut zijn dan was het WK ticket binnen",
"v1-lex","P1","R","deze dam","een groot deel van Egypte","breek","overstroom","intransitive","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou deze dam breken , dan zou een groot deel van Egypte overstroomd worden",
"v1-lex","P1","R","deze","de borg","sterf","kom_toe","copula_vp","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zou deze kinderloos sterven dan kwam de borg vervolgens aan neef Tjaard ( of Tiaert , Tjaert ) toe ( of tho",
"v1-lex","P1","R","deze regel in 1996","de orkaan","pas_toe","heet","transitive_ndev","ninv(transitive_part_transitive(toe))","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Zou deze regel in 1996 al toegepast zijn , dan had de orkaan ook in de Stille Oceaan Cesar geheten",
"v1-lex","P1","R","deze regel","je","besta","dwing","copula","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Zou deze regel niet bestaan , dan zou je bij een patstelling meestal gedwongen zijn je eigen koning schaak te zetten waarna hij door de tegenstander geslagen wordt",
"v1-lex","P1","R","deze relatie","dit","geef_weer","geef_weer","transitive","ninv(np_pc_pp(in)_part_np_pc_pp(weer_in))","verl","tgw","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou deze relatie in een grafiek worden weergegeven dan zal dit een rechte lijn weergeven",
"v1-lex","P1","R","deze taak","legergroep-Noord","volbreng","houd","intransitive","transitive","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Zou deze taak zijn volbracht , dan zou legergroep-Noord zich gereed moeten houden om zo nodig legergroep Midden te steunen bij de aanval op Moskou",
"v1-lex","P1","R","dit","geen plosief","geschied","word","transitive","intransitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou dit geleidelijk geschieden , dan wordt namelijk geen plosief uitgesproken , maar een affricaat",
"v1-lex","P1","R","dit","de apparatuur","doe","zorg","copula","transitive_ndev","verl","verl","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou dit niet gedaan worden , dan zou de apparatuur in de cockpit voor een complexe radarreflectie zorgen",
"v1-lex","P1","R","dit","Stalin","ben","plaats","transitive","copula","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Zou dit niet het geval geweest zijn , dan had Stalin ook beide andere gebieden onder Armeens bestuur geplaatst",
"v1-lex","P1","R","dit programma","men","ben","ga","transitive_ndev_ndev","copula","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Zou dit programma doorgezet zijn geweest dan zou men verder zijn gegaan op basis van de vervanger van de B-36 , de Convair YB-60",
"v1-lex","P1","R","dit systeem","de gebruiker","gebruik","zoek_uit","ninv(transitive_part_transitive(af))","transitive","verl","verl","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Zou dit systeem niet worden gebruikt , dan zou de gebruiker telkens eerst zelf moeten uitzoeken wat de inhoud van een bestand met de extensie.ASF is om vervolgens de geschikte codecs te zoeken",
"v1-lex","P1","R","een  levende groep","alle gebied","maak","ben","copula","transitive","verl","verl","voorwaardelijk","adjunct",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou door zetten in het gebied van de tegenstander een "" levende groep "" gemaakt kunnen worden , dan was nog niet alle gebied verdeeld",
"v1-lex","P1","R","een dergelijk ongeval","het","doe_voor","lig","transitive","ninv(refl_part_refl(voor))","verl","verl","voorwaardelijk","subj",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Zou een dergelijk ongeval zich hebben voorgedaan bij een reis op aarde , bijvoorbeeld bij een zeereis naar onbekend gebied , dan had het voor de hand gelegen onmiddellijk terug te keren",
"v1-lex","P1","R","een speler","hij","doe","heb","copula_vp","transitive_ndev","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou een speler dit doen , dan had hij al mahjong voordat hij de steen opeiste",
"v1-lex","P1","R","een staat in het hierboven genoemde voorbeeld","een bedrag","geef","verwijder","transitive","transitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou een staat in het hierboven genoemde voorbeeld een objectvrijstelling geven , dan zou van het totale inkomen van 100 dat in beginsel in de woonstaat belast wordt een bedrag ter grootte van 30 uit het inkomen verwijderd worden zodat de woonstaat uitsluitend over 70 inkomen belasting zou heffen",
"v1-lex","P1","R","een werknemersoptie","dit werknemersbehoudende effect","ben","ga","transitive_ndev","copula","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou een werknemersoptie onmiddellijk na de toekenning volledig uitoefenbaar zijn , dan gaat dit werknemersbehoudende effect verloren",
"v1-lex","P1","R","te veel geld","consumenten","ben","besteed","part_transitive(tegen)","intransitive","verl","verl","voorwaardelijk","adjunct",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Zou er bijvoorbeeld te veel geld zijn dan zouden consumenten meer gaan besteden dan er geproduceerd kan worden",
"v1-lex","P1","R","een manier bestaan om een staat of een leger samen te stellen uitsluitend uit minnaars en geliefden","ze","besta","vind","copula","intransitive","verl","verl","voorwaardelijk","adjunct",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Zou er dus een manier bestaan om een staat of een leger samen te stellen uitsluitend uit minnaars en geliefden , dan zouden ze onmogelijk een betere bestuursvorm voor hun staat kunnen vinden dan door zich te onthouden van alle schande en door onderling te wedijveren om de eer",
"v1-lex","P1","R","geen fixatie","de bacterin van het voorwerpglas","voer_uit","spoel","meas","ninv(transitive_part_transitive(uit))","verl","tgw","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou er geen fixatie zijn uitgevoerd dan spoelen de bacterin van het voorwerpglas",
"v1-lex","P1","R","geen plafond zijn van 22%","de Verenigde Staten","ben","draag_bij","intransitive","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Zou er geen plafond zijn van 22% , dan zou de Verenigde Staten een totaal van 27% moeten bijdragen",
"v1-lex","P1","R","formula_4","het voorwerp","ben","beeld_af","transitive","intransitive","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Zou formula_4 zijn geweest , dan zou het voorwerp op ware grootte zijn afgebeeld",
"v1-lex","P1","R","het andere project","een productie","misluk","ben","copula","intransitive","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou het andere project inderdaad mislukt zijn dan was een productie voorzien van 2000 stuks over het jaar 1919",
"v1-lex","P1","R","het","filosofisch onderzoek","blijf","behoor","pc_pp(onder)","pc_pp(bij)","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou het bij deze constatering blijven dan zou filosofisch onderzoek in feite tot de onmogelijkheden behoren",
"v1-lex","P1","R","het goederenvervoer","de voordelen van het non-stop rijden van lange en zware treinen","weer","benut","copula","np_ld_pp","verl","tgw","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou het goederenvervoer uit de basistunnel geweerd worden , dan worden de voordelen van het non-stop rijden van lange en zware treinen zonder voorspanlocomotieven slecht benut",
"v1-lex","P1","R","het land","het","zie","ben","ninv(pc_pp(voor)_part_pc_pp(open_voor))","als_pred_np","verl","verl","voorwaardelijk","subj",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou het land als een eiland gezien worden dan zou het met een oppervlakte van 7.686.850 km het grootste eiland ter wereld zijn",
"v1-lex","P1","R","het magma","het","differentieer","evolueer","ld_pp","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Zou het magma verder differentiren , dan zou het door bijvoorbeeld kristalfractionatie of mengen met ander magma verder kunnen evolueren tot tholeiitisch andesiet , daciet of ryoliet",
"v1-lex","P1","R","het","in real mode het volledige extended geheugen te adresseren","ben","word","transitive","copula_vp","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou het mogelijk zijn een hoge waarde in de segmentdescriptor te zetten , dan wordt het mogelijk in real mode het volledige extended geheugen te adresseren",
"v1-lex","P1","R","het","men","luk","heb","transitive","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou het niet lukken dan had men hoe dan ook onvoldoende brandstof voor tanks",
"v1-lex","P1","R","het","het","ga","ben","copula","pc_pp(om)","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou het om een gesoleerde samenleving zonder besparingen gaan , dan is het een zinloze operatie , omdat al het geld toch wel naar de overheid zou terugvloeien",
"v1-lex","P1","R","het systeem","het water","kom","voed","intransitive","fixed([{[pc(met)_pp_pred(in_contact)]}]_no_passive)","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou het systeem nu met zeewater met een temperatuur hoger dan 27  C in contact komen , dan voedt het water het systeem",
"v1-lex","P1","R","het","het bestuur over de nieuwe polder","kom","berust","transitive","pc_pp(tot)","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Zou het tot de aanleg van de Markerwaard zijn gekomen , dan zou het bestuur over de nieuwe polder aanvankelijk bij het OL ZIJP hebben berust",
"v1-lex","P1","R","het","deze","ben","overheers","intransitive","copula_sbar","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"zou het zo zijn dat een bepaald individu zo machtig was dat hij alle andere mensen zou kunnen overheersen , dan zou deze op een natuurlijke manier de rest overheersen",
"v1-lex","P1","R","hij","de schedel","ben","ben","np_pc_pp(aan)","copula","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Zou hij compleet geweest zijn dan was de schedel zo'n 65 centimeter lang geweest",
"v1-lex","P1","R","hij","hij","probeer","creer","part_intransitive(toe)","vp","verl","verl","voorwaardelijk","subj",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Zou hij hebben geprobeerd zijn eigen lot te veranderen , dan zou hij een paradox hebben gecreerd",
"v1-lex","P1","R","hij","hij","vlieg","zie","ninv(intransitive_part_intransitive(af))","intransitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Zou hij lager vliegen , dan blijft hij rode lampen zien",
"v1-lex","P1","R","hij","zijn aanvoerlijnen","ga","snijd_af","transitive","ld_pp","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"zou hij naar het zuiden gaan , dan zouden zijn aanvoerlijnen worden afgesneden",
"v1-lex","P1","R","hij","hij","trouw","word","copula","intransitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou hij niet trouwen , dan zou hij niet de erfgenaam worden van Maurits",
"v1-lex","P1","R","hij","hij","verhuur","ontvang","copula","transitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Zou hij zijn woning verhuren dan zou hij - als eigenaar van de woning - inkomen kunnen ontvangen waarover hij belasting zou moeten betalen",
"v1-lex","P1","R","iedere lidstaat","om toegang te krijgen tot de benodigde informatie","heb","ben","transitive_ndev_ndev","transitive_ndev","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou iedere lidstaat zijn eigen Open Access netwerk hebben dan is het voor wetenschappers uit de overige lidstaten moeilijker om toegang te krijgen tot de benodigde informatie",
"v1-lex","P1","R","iemand","die ander","installeer","krijg","copula","transitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Zou iemand de software installeren met de productsleutel van een ander ( en een gekopieerde cd ) , dan kan die ander problemen krijgen bij een eventuele herhaalde activatie",
"v1-lex","P1","R","iemand","dat tikken","tik","heb","copula","ld_pp","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou iemand regelmatig , nmaal per seconde op een tafel tikken , dan heeft dat tikken een frequentie van 1 Hz",
"v1-lex","P1","R","iemand","hij","stel","spreek_tegen","intransitive","sbar","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou iemand stellen dat kennis onmogelijk is , dan spreekt hij zichzelf onmiddellijk tegen",
"v1-lex","P1","R","iets meer geld","het schip","trek_uit","ben","transitive","ninv(transitive_part_transitive(uit))","verl","verl","voorwaardelijk","subj",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Zou iets meer geld uitgetrokken zijn , dan zou het schip veel beter uitgerust zijn geweest",
"v1-lex","P1","R","Jan","zijn inkomen","werk","bedraag","copula","intransitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou Jan helemaal niet werken , dan bedraagt zijn inkomen 70%",
"v1-lex","P1","R","je","het water op een willekeurige plaats over de dam","laat","vloei","transitive_ndev","fixed([[achterwege]_acc]_norm_passive)","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Zou je de noodoverlaat achterwege laten , dan zou het water op een willekeurige plaats over de dam kunnen vloeien , waarbij de dam zou kunnen eroderen of in zijn geheel bezwijken",
"v1-lex","P1","R","je","je","start","krijg","copula","transitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou je de ondertitel starten op het moment dat je een stem hoort , dan krijg je een asynchroon effect",
"v1-lex","P1","R","je","een opname","extrapoleer","ben","copula","transitive","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou je deze getallen extrapoleren naar de mens , dan zou voor iemand van 70 kg een opname via de mond van ong. 70*100 mg = 7 gram dodelijk zijn ( kans van 50 procent",
"v1-lex","P1","R","je","hij","denk","zit","transitive_ndev","transitive","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou je die liftkracht , die overal op de vleugel werkt , geconcentreerd denken op n punt ( liftpunt ) , dan zit hij midden onder de vleugel op iets meer dan een kwart van de voorzijde",
"v1-lex","P1","R","je","het membraan van de Port-a-cath","prik_aan","raak","ninv(transitive_part_transitive(in))","ninv(transitive_part_transitive(aan))","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zou je een Port-a-cath aanprikken met een normale injectienaald , dan raakt het membraan van de Port-a-cath lek",
"v1-lex","P1","R","Luther","de paus","geef","sta_open","copula","fixed([{[pc(aan)_[gehoor]]}]_imp_passive)","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Zou Luther wel gehoor geven aan de oproep van de paus - - door middel van wettelijk erkende documenten - - dan zou de paus openstaan voor vergeving",
"v1-lex","P1","R","men","de heuphoogte","neem_aan","stijg","copula","ninv(sbar_part_sbar(aan))","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou men aannemen dat "" Deinocheirus "" dezelfde proporties van de romp bezat zodat de voor een ornithomimosaurir ten opzichte van de schoudergordel relatief korte armen ook kort waren ten opzichte van de torso als geheel dan stijgt de heuphoogte naar vierenhalve meter",
"v1-lex","P1","R","men","men","reis_terug","ontmoet","tr_sbar","ninv(ld_pp_part_ld_pp(terug))","verl","verl","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Zou men binnen hetzelfde parallelle universum bijvoorbeeld 1 duizendste seconde terugreizen in de tijd naar dezelfde plaats , dan zou men zichzelf kunnen ontmoeten",
"v1-lex","P1","R","men","zon massavermindering","houd","bewerkstellig","fixed([pc(over)_het_obj1]_no_passive)","nonp_pred_np","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Zou men daarbij het volume van de granaat gelijk houden , dan kan zo'n massavermindering alleen bewerkstelligd worden door een lichter materiaal",
"v1-lex","P1","R","men","de wegen","doe","word","transitive","transitive_ndev","verl","tgw","voorwaardelijk","subj",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zou men dat niet doen , dan worden de wegen onzichtbaar dunne lijntjes",
